transaction_id,timestamp,amount,transaction_type,location,client_credit_score,transaction_frequency,customer_age,annual_income,account_balance,num_previous_loans,customer_tenure,num_dependents,education_level,marital_status,housing_type,fraud
7642,2023-01-02 02:22:00,105.27787710827634,transferencia,Region_D,789,5,53,55924.993892026905,66080.60803209087,6,29,2,2,soltero,otro,0
7643,2023-01-10 23:34:00,108.53386284739712,solicitud_credito,Region_A,686,2,27,40940.51552133217,98174.19248534346,5,27,1,1,casado,alquilada,0
7644,2023-01-01 21:48:00,51.69032656935949,retiro,Region_B,429,3,35,15397.727953234447,57992.12258172685,2,22,3,1,casado,familiar,0
7645,2023-01-15 19:01:00,38.09545723287902,pago,Region_B,322,3,18,61138.7571048511,407351.3360289758,2,26,1,4,casado,familiar,0
7646,2023-01-07 02:33:00,2714.2322440303815,retiro,Region_A,478,3,48,59466.51826106262,60631.50978328188,1,2,3,4,soltero,familiar,0
7647,2023-01-02 03:00:00,156.05598917083364,pago,Region_D,700,1,43,36852.50270789922,3404.4278665616544,10,23,1,4,viudo,otro,0
7648,2023-01-21 18:03:00,12.156280672083701,retiro,Region_B,804,5,55,66784.0430516277,90454.57130969425,7,10,3,2,soltero,familiar,0
7649,2023-01-27 01:34:00,12.770164335106413,pago,Region_D,710,1,72,62922.42406365202,16828.064105885278,7,24,1,3,divorciado,familiar,0
7650,2023-01-27 08:40:00,255.8029351116999,solicitud_credito,Region_C,831,0,60,75855.682272662,54023.67281062667,5,10,2,4,soltero,alquilada,0
7651,2023-01-28 08:30:00,8.491513748324559,pago,Region_B,628,1,60,60865.41781256639,37967.11253418882,7,19,1,4,soltero,otro,0
7652,2023-01-05 05:33:00,116.61034726054551,solicitud_credito,Region_D,770,1,68,50614.90790463004,85068.9877948047,7,6,2,1,soltero,otro,0
7653,2023-01-16 10:59:00,25.71635327753675,pago,Region_D,719,7,77,70100.78103462973,96284.37879736492,8,5,1,2,viudo,alquilada,0
7654,2023-01-15 08:15:00,3.5819261107219993,retiro,Region_C,711,1,75,55343.97447742855,6211.86658773536,8,28,5,1,soltero,otro,0
7655,2023-01-23 22:05:00,6.148988876202859,transferencia,Region_D,328,3,77,63826.15828574903,206821.4308889321,2,28,3,3,soltero,otro,0
7656,2023-01-22 23:09:00,46.764178648080026,pago,Region_A,544,1,22,20480.267020368043,84933.42249654654,10,0,6,4,viudo,alquilada,0
7657,2023-01-17 09:30:00,8.076379025458142,pago,Region_B,843,4,59,61497.28947272335,45406.400000066715,5,7,1,1,casado,propia,0
7658,2023-01-16 00:02:00,90.7923832039571,solicitud_credito,Region_A,359,3,19,48442.49865545447,63250.26791668122,6,11,3,2,casado,propia,0
7659,2023-01-15 04:09:00,104.20084774850015,retiro,Region_C,438,5,77,64389.08766163409,37108.383235320885,6,28,3,1,soltero,propia,0
7660,2023-01-08 17:10:00,46.755634147172344,solicitud_credito,Region_A,656,2,29,52804.08104377702,53433.153684256344,1,23,1,3,casado,familiar,0
7661,2023-01-05 05:13:00,135.82048930381717,retiro,Region_D,511,1,31,53324.260348834985,26688.264359573455,4,21,0,1,soltero,otro,1
7662,2023-01-25 12:30:00,67.34279296210015,retiro,Region_C,438,6,64,47541.99383653618,59007.20127139069,3,8,1,4,casado,alquilada,0
7663,2023-01-11 14:42:00,56.25198816902247,solicitud_credito,Region_C,667,5,71,20568.61034106736,43295.681965424425,2,23,2,2,casado,otro,0
7664,2023-01-08 01:55:00,52.25407938288464,transferencia,Region_A,785,2,52,53823.146138653196,68138.9751601587,10,18,1,1,soltero,propia,0
7665,2023-01-02 01:37:00,56.406201060491,retiro,Region_C,792,7,64,57560.555604323396,60813.20924077091,8,21,1,3,casado,otro,0
7666,2023-01-12 21:38:00,343.8514585593035,transferencia,Region_A,635,1,34,48229.77138305588,13371.116286743367,6,15,0,1,casado,otro,0
7667,2023-01-28 21:24:00,114.38410413199445,solicitud_credito,Region_A,477,5,20,62493.62459552446,19049.470535019507,0,20,2,4,soltero,otro,0
7668,2023-01-17 19:27:00,37.86428338740847,transferencia,Region_A,812,1,90,43974.59723203758,2318.7619728983755,1,20,0,2,soltero,alquilada,0
7669,2023-01-15 07:39:00,132.3732305174337,retiro,Region_C,412,0,77,31973.298179588255,35813.01406505987,5,28,0,2,divorciado,alquilada,0
7670,2023-01-18 06:05:00,40.0876733302684,solicitud_credito,Region_C,582,4,88,44757.585874874145,27291.29379370859,20,23,0,2,casado,propia,0
7671,2023-01-17 21:10:00,13.43487640497522,transferencia,Region_B,415,5,81,68710.64794845061,8228.999569649708,8,21,0,1,casado,propia,0
7672,2023-01-27 07:39:00,64.50436472211352,solicitud_credito,Region_A,843,1,78,37926.05651137294,67810.43679444425,7,26,2,3,soltero,otro,0
7673,2023-01-22 05:22:00,139.03982069414312,solicitud_credito,Region_A,340,2,24,62739.33784866743,71595.2448335145,4,5,0,4,divorciado,alquilada,0
7674,2023-01-20 11:16:00,47.42685686034194,transferencia,Region_A,466,5,79,54120.445833972975,66229.52155578088,5,24,3,1,viudo,alquilada,0
7675,2023-01-07 00:57:00,203.38881687277342,retiro,Region_A,520,5,46,45206.53306443254,23305.79385656594,10,22,5,1,divorciado,propia,0
7676,2023-01-13 03:53:00,48.93131911898409,retiro,Region_A,612,4,35,66426.41128272685,62830.34189661277,20,28,2,2,soltero,familiar,0
7677,2023-01-30 21:19:00,43.05352936868463,retiro,Region_A,645,3,19,44587.163583517875,37975.23643378541,8,2,1,2,soltero,otro,0
7678,2023-01-03 04:25:00,634.4667732162812,retiro,Region_A,770,4,65,56419.57107555373,1025.6040923063536,4,29,3,2,divorciado,otro,0
7679,2023-01-20 07:38:00,65.86916934489562,pago,Region_B,430,2,28,75125.4006311349,96753.8359128548,6,26,4,3,divorciado,alquilada,0
7680,2023-01-22 05:04:00,163.58907731342808,solicitud_credito,Region_B,347,3,43,83873.751554519,71775.54438513293,10,21,3,3,casado,otro,0
7681,2023-01-10 02:20:00,163.46944713193983,solicitud_credito,Region_D,433,2,36,36331.74615514107,23863.50426368775,1,8,3,1,divorciado,propia,0
7682,2023-01-14 23:04:00,260.86937245071675,pago,Region_A,818,2,76,64267.459998252,30941.370220779285,4,24,3,4,viudo,alquilada,0
7683,2023-01-03 19:47:00,8.871652569370525,solicitud_credito,Region_A,616,3,30,77057.77040477407,89810.89161614318,10,6,2,3,divorciado,propia,0
7684,2023-01-26 16:03:00,31.63837550848373,solicitud_credito,Region_B,737,2,23,81572.87761510506,25495.23047896508,5,24,3,2,viudo,otro,0
7685,2023-01-22 08:08:00,145.99326840837762,transferencia,Region_B,734,2,57,45047.567603946845,9234.002862769054,10,5,4,3,soltero,propia,0
7686,2023-01-23 10:37:00,82.69105827218907,pago,Region_A,385,4,54,37845.299020202656,84110.4108106729,3,16,3,1,casado,otro,1
7687,2023-01-22 19:36:00,82.01058037612906,solicitud_credito,Region_A,347,4,82,60060.25132971799,69762.66043681487,4,7,2,1,soltero,propia,0
7688,2023-01-30 04:12:00,18.178006567102727,solicitud_credito,Region_B,789,2,69,59807.77851304852,54269.45361343161,1,6,1,3,viudo,familiar,0
7689,2023-01-28 19:29:00,33.01067590887722,pago,Region_B,723,1,19,28295.191622157927,55431.220288980585,5,10,0,3,casado,alquilada,0
7690,2023-01-02 17:49:00,73.67523898749305,pago,Region_D,686,4,58,62368.11982173257,68783.6610543151,6,6,1,2,casado,propia,0
7691,2023-01-15 20:40:00,32.45969384639062,transferencia,Region_D,539,1,79,66987.05536635205,91079.82221032698,1,13,1,2,soltero,otro,0
7692,2023-01-05 12:53:00,23.60803630474039,transferencia,Region_A,750,3,47,57195.94371496911,82248.52722686339,2,1,2,3,soltero,propia,0
7693,2023-01-11 04:30:00,9.18478419665898,retiro,Region_B,557,1,55,54423.214292392775,23325.461298253525,8,28,2,2,divorciado,otro,0
7694,2023-01-03 17:32:00,16.927820664465827,retiro,Region_D,343,2,47,109438.12532321565,64367.18735325299,4,10,3,3,viudo,propia,0
7695,2023-01-27 14:48:00,146.47652755064942,transferencia,Region_A,467,3,26,24067.823975270538,67129.90101160691,9,27,2,2,soltero,propia,0
7696,2023-01-26 13:04:00,126.8615084036341,solicitud_credito,Region_D,490,2,33,159018.33114689213,82166.01173108698,7,13,2,1,casado,alquilada,0
7697,2023-01-17 11:23:00,4.691728766419829,pago,Region_D,575,3,52,52495.10086080332,91100.33415746425,9,13,3,1,viudo,familiar,0
7698,2023-01-01 11:59:00,22.72571070756237,transferencia,Region_D,668,0,5,18059.069132265573,5859.251478384875,4,1,1,4,viudo,propia,0
7699,2023-01-01 01:14:00,82.20159668647598,retiro,Region_C,605,0,26,58221.458687164966,9449.356973848166,8,22,3,4,divorciado,propia,0
7700,2023-01-19 09:38:00,38.95344440148394,pago,Region_A,404,4,46,66918.2717247933,9522.454916427381,20,30,2,1,viudo,propia,0
7701,2023-01-22 18:25:00,173.30167262845333,retiro,Region_D,720,5,68,56521.14433248732,69214.8328802568,3,19,0,2,viudo,propia,0
7702,2023-01-15 06:21:00,153.70675202870916,solicitud_credito,Region_A,648,1,34,66349.10213928383,92823.79849826763,4,22,0,3,casado,alquilada,0
7703,2023-01-25 05:57:00,222.17478514287242,solicitud_credito,Region_A,618,2,50,153086.1869146619,58211.6629035834,6,30,1,1,casado,alquilada,0
7704,2023-01-19 01:48:00,82.76647312902647,retiro,Region_B,719,2,51,44843.43239197042,56788.037311522276,1,12,3,2,casado,otro,0
7705,2023-01-21 12:25:00,43.39826139920465,pago,Region_A,356,5,35,73397.3974930592,83982.67128951965,0,11,3,4,casado,propia,0
7706,2023-01-10 17:53:00,93.15685866820961,retiro,Region_D,539,0,69,61573.55001141657,99226.31328803937,1,26,0,4,soltero,alquilada,0
7707,2023-01-22 23:53:00,9.336242562963841,pago,Region_A,726,4,68,31198.36865250716,94186.42355646747,2,20,3,2,viudo,alquilada,0
7708,2023-01-22 12:14:00,0.9632259362150684,transferencia,Region_B,439,5,67,28592.841497489822,60683.17300062993,4,18,1,3,soltero,otro,0
7709,2023-01-17 00:57:00,1.7241300817951943,retiro,Region_C,361,10,65,75009.67206248589,99749.57320825763,9,27,2,3,divorciado,familiar,0
7710,2023-01-26 16:15:00,52.34768776861466,retiro,Region_C,451,4,62,36525.46540395008,72321.80076717127,2,8,2,4,divorciado,familiar,0
7711,2023-01-20 04:08:00,25.887124450507525,pago,Region_B,429,1,83,42265.880191182994,70058.40907441004,6,3,1,4,viudo,propia,0
7712,2023-01-17 08:05:00,17.11890012419541,transferencia,Region_D,730,1,62,45530.40967347403,9767.573505441684,7,11,3,1,soltero,otro,0
7713,2023-01-11 10:43:00,95.5359097240193,pago,Region_D,739,2,87,85525.26234149543,29706.968304800208,0,8,1,3,viudo,propia,0
7714,2023-01-30 01:26:00,531.7508873705129,pago,Region_D,511,0,36,11226.527765742117,58333.31082048321,5,15,4,2,divorciado,familiar,0
7715,2023-01-09 03:25:00,19.571469007809966,retiro,Region_A,699,3,51,170590.88719079283,69765.86407702975,0,13,3,1,soltero,propia,0
7716,2023-01-26 11:44:00,79.05867591962486,retiro,Region_C,840,2,54,80760.29104964258,20159.502962067698,2,16,1,4,divorciado,alquilada,0
7717,2023-01-30 05:15:00,12.75237762575023,pago,Region_D,481,0,76,66329.26283197268,80899.49046271249,2,8,2,2,viudo,otro,0
7718,2023-01-26 23:03:00,272.16894097494196,solicitud_credito,Region_C,350,4,63,56733.837521564776,87565.52266681162,2,5,2,3,divorciado,propia,0
7719,2023-01-21 11:23:00,34.49654379622197,solicitud_credito,Region_B,825,2,80,32934.816894894364,85173.81638423233,6,30,2,4,soltero,propia,1
7720,2023-01-06 01:05:00,210.65235309141008,solicitud_credito,Region_C,649,3,19,44420.033524343766,53742.879301859306,1,22,4,1,divorciado,familiar,0
7721,2023-01-16 19:23:00,33.27860538989105,retiro,Region_D,357,2,55,52445.162230776026,33982.250674145485,9,11,2,4,divorciado,propia,0
7722,2023-01-08 00:36:00,164.01676729413666,retiro,Region_C,718,2,89,46491.7141684761,84191.71480496875,9,29,1,1,divorciado,otro,0
7723,2023-01-11 22:13:00,23.493951778073793,transferencia,Region_B,436,3,77,66446.23875666382,74207.98606653752,3,7,1,2,casado,familiar,0
7724,2023-01-18 17:02:00,34.64268217204007,retiro,Region_C,336,5,46,88327.81948147301,3784.4051095514365,5,1,1,1,soltero,familiar,0
7725,2023-01-26 23:40:00,21.378171711058005,transferencia,Region_A,793,0,77,53738.31756735922,50116.128891873814,6,28,2,1,divorciado,otro,0
7726,2023-01-07 10:07:00,30.68783175103681,retiro,Region_B,658,3,86,62672.79965861041,82306.22640133202,4,22,0,1,viudo,familiar,0
7727,2023-01-17 13:20:00,180.0996531837398,solicitud_credito,Region_A,384,4,54,49135.022343639655,56922.963086720956,1,18,0,1,soltero,propia,1
7728,2023-01-15 14:58:00,101.89673456063602,solicitud_credito,Region_A,838,3,29,37519.08639117182,26814.205557539706,0,13,1,2,soltero,familiar,0
7729,2023-01-25 06:09:00,52.06734024204758,pago,Region_D,643,3,54,60832.966096939155,1652.5843804355623,7,21,1,2,casado,otro,0
7730,2023-01-13 22:35:00,355.85892563666164,pago,Region_D,470,1,75,24537.766598184404,22667.764965510916,3,22,2,2,casado,otro,0
7731,2023-01-18 19:08:00,62.52297377810764,transferencia,Region_B,319,4,72,60287.256737877266,61185.7927509999,4,4,5,2,viudo,otro,0
7732,2023-01-22 18:42:00,349.8588777236448,transferencia,Region_D,602,0,38,27840.90599734618,25307.755601710192,3,27,2,3,soltero,familiar,0
7733,2023-01-15 13:13:00,21.888628000603184,pago,Region_C,496,3,25,66866.75586122507,1136.0865966970168,9,18,3,4,viudo,alquilada,0
7734,2023-01-14 06:48:00,235.00795816206443,transferencia,Region_B,626,5,38,26568.082386867627,6995.552212566725,5,19,4,2,divorciado,otro,0
7735,2023-01-09 09:01:00,1.3918620247332227,retiro,Region_D,311,0,84,63459.633355825215,37984.65844267024,3,23,7,2,soltero,alquilada,0
7736,2023-01-05 04:41:00,78.81244609860839,solicitud_credito,Region_D,660,6,76,82753.29915724145,46481.11325430253,2,9,2,4,soltero,alquilada,0
7737,2023-01-09 19:13:00,55.00038212625677,pago,Region_C,595,2,64,41940.596359821524,75907.49965524022,3,10,0,4,viudo,propia,0
7738,2023-01-15 14:59:00,74.46254298863519,pago,Region_A,702,3,49,38698.2832525964,54147.748832471145,10,11,0,2,casado,familiar,0
7739,2023-01-24 20:08:00,80.61923296299925,retiro,Region_C,950,3,75,47686.303943728504,77882.55748641165,6,6,3,3,divorciado,otro,0
7740,2023-01-13 04:28:00,49.270963711368566,transferencia,Region_A,674,1,43,61451.36796525723,14981.344937880925,9,26,1,1,casado,otro,0
7741,2023-01-11 11:18:00,631.8773154535021,pago,Region_D,799,2,30,17565.89850530443,35030.87733811887,0,23,0,1,viudo,familiar,0
7742,2023-01-04 18:19:00,375.1060874889865,pago,Region_A,725,3,32,41870.53650796334,51748.1221255506,2,4,1,3,divorciado,propia,0
7743,2023-01-25 15:30:00,326.3490855545738,retiro,Region_A,343,3,19,75641.73885323631,1563.8476877716578,2,12,0,1,soltero,otro,0
7744,2023-01-08 07:50:00,386.7290939287187,solicitud_credito,Region_D,408,3,50,51906.98058880887,96082.07895588975,8,22,1,4,soltero,otro,0
7745,2023-01-22 01:37:00,157.5096384947399,pago,Region_B,397,4,81,38201.82132693012,92270.22435977783,5,22,2,4,viudo,alquilada,0
7746,2023-01-02 00:28:00,447.33070990159246,pago,Region_C,744,3,48,41716.15123362354,66408.54383553875,9,7,2,4,viudo,otro,0
7747,2023-01-17 21:09:00,222.89650459827564,retiro,Region_D,380,2,82,66529.11189111252,21343.033944567913,0,1,4,2,divorciado,alquilada,0
7748,2023-01-01 13:28:00,53.773895525870266,pago,Region_C,150,3,71,71411.95830684276,13788.38769282712,10,1,7,1,soltero,alquilada,0
7749,2023-01-18 04:27:00,153.60810826687373,pago,Region_C,448,1,32,60529.01028253636,88815.96172461139,1,5,0,2,divorciado,otro,0
7750,2023-01-05 15:59:00,243.11897291887442,solicitud_credito,Region_A,375,5,69,63780.68192424703,28775.68057612342,6,17,2,1,viudo,familiar,0
7751,2023-01-12 08:43:00,124.69014384314004,pago,Region_D,362,2,88,26984.68660431028,37656.795477380576,1,13,1,1,viudo,propia,0
7752,2023-01-20 22:38:00,54.95358575497525,retiro,Region_B,693,2,60,44588.04172390145,39565.61289872901,8,1,1,3,viudo,familiar,0
7753,2023-01-21 00:01:00,6.805428568547104,solicitud_credito,Region_C,802,1,29,62987.68332326592,21315.138475034822,1,9,1,3,soltero,familiar,0
7754,2023-01-27 06:41:00,165.91374094894755,solicitud_credito,Region_C,666,3,22,57362.89305484167,72457.53243991325,3,1,1,1,viudo,familiar,0
7755,2023-01-06 13:32:00,305.2151803114369,solicitud_credito,Region_B,777,3,23,51294.22152064528,57502.752744974874,1,28,2,3,viudo,familiar,0
7756,2023-01-13 12:29:00,45.014337259827855,transferencia,Region_C,554,4,22,25925.541976035776,888748.3489679939,7,1,0,3,soltero,otro,0
7757,2023-01-29 11:37:00,16.476386039873677,retiro,Region_D,358,1,79,54665.734125149334,21943.909252073456,10,24,1,2,viudo,alquilada,0
7758,2023-01-01 12:47:00,39.52729839208791,transferencia,Region_B,819,4,62,8971.454272057359,33950.29502086693,0,19,2,3,casado,alquilada,0
7759,2023-01-03 16:55:00,87.37638511264817,pago,Region_D,688,3,56,48394.47962073954,49468.32291542823,3,30,1,2,viudo,familiar,0
7760,2023-01-30 20:08:00,38.11564764713412,solicitud_credito,Region_B,725,3,87,44862.91392337308,47227.540808342324,7,28,5,4,viudo,otro,1
7761,2023-01-28 20:17:00,94.31962873456067,transferencia,Region_C,801,0,23,26086.34667763233,98162.914191955,1,14,2,4,casado,propia,0
7762,2023-01-11 15:32:00,340.6779902313796,pago,Region_B,823,0,5,146758.874618501,59616.38373900596,3,3,3,4,soltero,familiar,0
7763,2023-01-11 03:41:00,111.08908424523854,transferencia,Region_D,579,3,84,25834.40161809684,41028.84434496211,0,28,1,4,viudo,familiar,0
7764,2023-01-08 20:54:00,45.04510195317339,solicitud_credito,Region_B,344,4,49,43099.512914905215,28521.791566473097,2,7,2,2,divorciado,familiar,0
7765,2023-01-13 14:54:00,274.50198048605074,pago,Region_C,480,3,42,17738.356782588748,57735.31307508293,8,13,0,2,soltero,otro,0
7766,2023-01-24 08:53:00,83.3870703117809,solicitud_credito,Region_A,700,3,52,79701.95670859067,54660.714006024136,4,28,0,3,divorciado,propia,0
7767,2023-01-29 03:02:00,13.739300882768113,solicitud_credito,Region_C,673,5,63,2829.3146781767427,50806.367037737065,10,19,5,2,divorciado,familiar,0
7768,2023-01-26 11:14:00,69.11112648310745,transferencia,Region_C,533,1,81,58582.85041291732,94377.63081381212,5,7,3,1,viudo,propia,0
7769,2023-01-26 21:00:00,106.02663183082267,retiro,Region_A,485,3,71,12690.449711029883,50420.40541483779,4,1,2,1,soltero,otro,1
7770,2023-01-30 12:18:00,182.1730337104427,pago,Region_B,374,8,44,48780.722149585505,22803.90318219372,0,21,3,4,soltero,propia,0
7771,2023-01-02 10:33:00,275.6349876226509,pago,Region_C,532,4,30,61221.362883577596,15595.147208270631,3,20,0,1,viudo,otro,0
7772,2023-01-05 08:29:00,38.186987847064074,retiro,Region_A,467,6,48,50822.943043699,90965.71317148762,3,23,3,1,soltero,propia,0
7773,2023-01-12 22:34:00,16.902518355079753,pago,Region_D,834,4,84,46655.99470640881,99783.15355658125,4,10,1,3,viudo,otro,0
7774,2023-01-19 14:51:00,7.6696009829421,transferencia,Region_A,706,5,48,29173.735614220066,59232.78504248466,10,14,2,2,soltero,familiar,0
7775,2023-01-05 18:01:00,134.07651374070565,pago,Region_C,529,0,79,37338.54267062827,72713.01636059736,2,25,3,4,casado,propia,0
7776,2023-01-25 04:00:00,158.55175624272528,transferencia,Region_D,592,2,54,59659.0869023864,42049.14334424198,3,19,2,2,casado,familiar,0
7777,2023-01-07 17:39:00,52.65708094006051,pago,Region_C,699,2,39,35177.768005472884,86180.39941590339,3,19,3,1,soltero,otro,0
7778,2023-01-08 11:22:00,50.405759061567366,transferencia,Region_A,337,3,62,81501.74895294134,34670.26785685299,10,4,1,4,viudo,propia,0
7779,2023-01-28 16:57:00,308.42800663271726,retiro,Region_D,531,3,32,59810.88697770158,1921.2116324527683,2,12,2,1,casado,alquilada,0
7780,2023-01-29 20:36:00,248.50825662243184,pago,Region_C,467,2,79,96273.58549986372,3811.415591291578,7,15,1,4,casado,otro,0
7781,2023-01-02 11:47:00,26.561521557948588,transferencia,Region_A,584,2,65,26675.93309151487,82558.60102269673,6,22,2,4,viudo,otro,0
7782,2023-01-24 04:23:00,151.78056138864835,solicitud_credito,Region_D,402,3,32,5006.702922143573,42083.16848124668,5,5,2,2,divorciado,familiar,0
7783,2023-01-24 09:55:00,97.47157021924927,solicitud_credito,Region_C,444,2,46,45774.45255956232,96772.8486513601,5,2,1,2,viudo,alquilada,0
7784,2023-01-27 16:45:00,16.749923905289183,solicitud_credito,Region_A,665,3,43,27352.569432063843,41763.02462974539,6,0,2,3,divorciado,propia,0
7785,2023-01-29 05:14:00,44.12545482725142,pago,Region_C,452,4,39,58314.37961826354,94595.67944706597,1,26,3,2,casado,familiar,0
7786,2023-01-02 09:33:00,19.537389877733666,transferencia,Region_C,721,4,21,55304.76930421277,47054.368270271,10,7,2,4,viudo,alquilada,0
7787,2023-01-14 22:41:00,34.9778832329518,solicitud_credito,Region_C,618,1,50,72191.92957267401,72170.83987378122,9,14,2,2,casado,otro,0
7788,2023-01-12 17:14:00,95.52945255668781,pago,Region_B,784,1,74,58589.55872123763,29322.32799485327,9,5,3,4,divorciado,otro,0
7789,2023-01-27 05:15:00,47.04284731486311,transferencia,Region_C,382,4,86,19921.302223850973,54888.43588255306,10,6,1,3,viudo,otro,0
7790,2023-01-07 01:33:00,50.097351528740155,solicitud_credito,Region_D,832,3,45,50801.11577391314,32556.48956110453,2,18,1,4,divorciado,propia,0
7791,2023-01-07 13:59:00,77.57623281255516,solicitud_credito,Region_A,587,4,52,69047.26760762162,67691.73861750675,7,17,1,2,soltero,alquilada,0
7792,2023-01-07 19:45:00,9.126492561492649,pago,Region_A,788,2,59,71132.75141447708,22780.801616593693,2,26,4,3,soltero,propia,0
7793,2023-01-15 19:04:00,134.2458505865752,transferencia,Region_B,567,4,49,49804.71737348477,35791.12846177457,2,0,4,1,soltero,otro,0
7794,2023-01-25 18:54:00,513.6789128821468,pago,Region_B,378,2,63,45308.22760833279,63394.14716957049,4,23,1,3,divorciado,propia,0
7795,2023-01-28 19:30:00,65.46903902797628,solicitud_credito,Region_B,675,4,41,84996.8955174352,30367.562126699653,7,12,3,2,divorciado,familiar,0
7796,2023-01-11 20:35:00,366.12537367331817,pago,Region_C,450,6,90,43202.393312419896,27915.21548329494,8,29,0,1,viudo,otro,0
7797,2023-01-15 10:00:00,42.215392746693745,pago,Region_C,314,2,65,67861.59685876354,38037.6103527445,4,21,1,1,divorciado,propia,0
7798,2023-01-07 14:10:00,104.47462740907521,solicitud_credito,Region_D,400,2,71,75890.0431095183,62166.64345533651,5,19,0,1,divorciado,propia,0
7799,2023-01-15 18:12:00,49.84102104524567,solicitud_credito,Region_A,687,1,35,75508.51686403391,33317.377015594815,2,27,2,1,casado,otro,0
7800,2023-01-28 14:34:00,224.69869054646963,transferencia,Region_A,334,4,28,70844.43158221833,43451.231936698074,9,0,1,2,viudo,otro,0
7801,2023-01-05 18:22:00,187.5725598933738,transferencia,Region_C,650,5,39,63666.99306922032,2095.881428952118,10,28,0,3,divorciado,propia,0
7802,2023-01-04 01:43:00,27.657633245955843,solicitud_credito,Region_A,582,2,75,47794.762032927596,69999.53490395112,2,25,2,4,divorciado,familiar,0
7803,2023-01-08 06:10:00,117.68302282295456,solicitud_credito,Region_C,824,4,60,65434.49416211062,81177.50661042398,1,7,2,1,soltero,otro,0
7804,2023-01-29 10:07:00,6.7392719446084755,retiro,Region_B,464,3,23,44861.90058673704,82709.46899551869,1,4,3,4,viudo,alquilada,0
7805,2023-01-25 04:41:00,330.1860488955993,retiro,Region_C,727,2,52,70787.8594337028,54955.141304929864,5,22,2,1,viudo,familiar,0
7806,2023-01-16 15:54:00,429.2304418262736,transferencia,Region_D,557,2,20,24403.650526190268,42493.73394160966,0,22,1,3,soltero,otro,0
7807,2023-01-23 02:26:00,178.2855859767531,pago,Region_C,742,1,60,49527.109889434985,18604.928329421455,7,17,5,2,casado,alquilada,1
7808,2023-01-30 18:39:00,38.33583228318182,solicitud_credito,Region_C,419,0,51,36126.47280479166,65594.6137236038,8,29,4,1,divorciado,familiar,0
7809,2023-01-05 17:45:00,100.17689425737457,solicitud_credito,Region_A,368,4,20,15195.576687526293,57669.75060407376,1,1,2,2,viudo,propia,0
7810,2023-01-09 15:34:00,410.9912637344114,pago,Region_C,573,3,62,33870.62607580688,42982.48439191304,9,29,0,3,viudo,otro,0
7811,2023-01-17 20:11:00,209.3539355566082,transferencia,Region_D,621,3,62,12628.431113628962,61469.500593276,5,1,5,1,soltero,otro,0
7812,2023-01-15 08:08:00,17.478908907873322,retiro,Region_C,661,2,54,39165.95207387494,95427.08384996606,5,4,2,2,viudo,propia,0
7813,2023-01-29 06:56:00,79.29419540682451,transferencia,Region_C,798,2,70,53547.19453338545,13583.885209320224,6,17,4,4,divorciado,otro,0
7814,2023-01-18 00:50:00,42.85266665921084,pago,Region_B,503,2,22,70981.78057967017,96465.5699665351,6,29,1,2,casado,propia,0
7815,2023-01-09 16:36:00,56.97600578819168,solicitud_credito,Region_C,805,1,67,40988.365770968776,57023.97073921114,2,28,2,4,casado,alquilada,0
7816,2023-01-29 03:44:00,40.82436585348093,retiro,Region_C,408,4,81,12258.29536725374,83200.0384560185,0,18,1,2,soltero,otro,0
7817,2023-01-06 22:38:00,40.94117581894325,pago,Region_C,564,2,34,44922.64207156852,99374.10328882697,7,19,2,2,soltero,alquilada,0
7818,2023-01-07 01:19:00,78.20947808788078,solicitud_credito,Region_D,687,8,21,70512.79772429384,928470.8151093068,6,13,4,1,divorciado,otro,0
7819,2023-01-04 09:26:00,21.314867828864383,transferencia,Region_A,715,1,120,12900.678203369658,39918.74824679563,2,12,1,4,casado,propia,0
7820,2023-01-20 13:45:00,77.08826399845931,retiro,Region_B,611,4,58,33353.16555020091,45783.56520121971,6,19,1,4,divorciado,propia,0
7821,2023-01-26 23:07:00,32.7068205534495,solicitud_credito,Region_B,551,3,39,46000.36946453991,60586.6337203493,9,28,2,1,viudo,propia,0
7822,2023-01-15 23:35:00,34.105880480101604,solicitud_credito,Region_C,687,3,44,16082.232704753704,63797.23877696375,6,1,2,1,divorciado,propia,0
7823,2023-01-30 22:33:00,134.22699313703222,solicitud_credito,Region_C,502,8,75,34742.24347349428,22823.288160911714,4,7,7,1,soltero,propia,0
7824,2023-01-28 12:43:00,3.004032982407834,solicitud_credito,Region_A,409,5,23,77341.98188965674,94781.60707132466,8,19,2,3,viudo,otro,0
7825,2023-01-08 00:20:00,47.95623892536467,solicitud_credito,Region_C,381,1,48,63663.65419365515,82794.69973951727,0,9,1,3,divorciado,otro,0
7826,2023-01-06 10:56:00,52.34624332321719,transferencia,Region_D,492,1,76,26668.27555327962,13027.254405413712,1,23,2,4,casado,propia,0
7827,2023-01-27 12:09:00,66.38022647208993,pago,Region_A,438,3,21,65617.16472824453,99132.03489431606,8,23,3,2,viudo,otro,0
7828,2023-01-21 00:04:00,110.56702114997718,retiro,Region_C,520,7,64,55157.983978400924,99604.21933435352,1,26,1,4,soltero,propia,0
7829,2023-01-25 20:30:00,46.15384128861509,transferencia,Region_A,488,3,60,85174.89977001993,35434.385703730484,8,19,3,4,divorciado,alquilada,0
